B_COUNTRY_ALPHA,V2,V223,V225,V226,V106,V107,V241,IV166,V245
BGD,50,1,25,6,1,0,2,3,1
BGD,50,2,26,2,1,2,2,1,1
BGD,50,2,37,2,1,2,2,2,1
BGD,50,2,31,2,1,2,2,1,1
BGD,50,2,37,3,1,1,2,2,1
BGD,50,2,35,2,1,2,2,1,1
BGD,50,2,45,1,1,4,2,1,1
BGD,50,2,45,1,1,4,2,1,1
BGD,50,2,48,1,1,4,2,2,1
BGD,50,2,20,5,6,0,2,1,1
BGD,50,2,27,3,1,2,2,1,1
BGD,50,2,31,3,1,2,2,1,1
BGD,50,2,26,5,1,1,2,2,1
BGD,50,2,23,4,1,1,2,1,1
BGD,50,2,26,3,1,2,2,1,1
BGD,50,2,23,4,1,1,2,1,1
BGD,50,2,23,2,1,2,2,1,1
BGD,50,2,22,4,6,0,2,1,1
BGD,50,2,35,2,1,3,2,1,1
BGD,50,2,23,4,1,1,2,1,1
BGD,50,2,25,3,1,1,2,1,1
BGD,50,1,23,4,1,1,2,2,1
BGD,50,2,45,1,1,4,2,1,1
BGD,50,2,22,5,1,1,2,1,1
BGD,50,2,21,4,1,0,2,1,1
BGD,50,2,19,8,6,0,2,1,1
BGD,50,2,36,7,1,4,2,1,1
BGD,50,2,34,4,1,3,2,1,1
BGD,50,2,35,2,1,5,2,1,1
BGD,50,2,28,2,1,3,2,1,1
BGD,50,2,38,5,1,5,2,1,1
BGD,50,2,40,1,1,5,2,1,1
BGD,50,2,37,5,5,4,2,1,1
BGD,50,2,32,2,1,6,2,1,1
BGD,50,2,27,3,1,3,2,4,1
BGD,50,2,31,2,1,2,2,2,1
BGD,50,2,36,1,1,4,2,2,1
BGD,50,2,38,6,5,2,2,NA,1
BGD,50,2,19,6,6,0,2,2,1
BGD,50,2,50,7,1,6,2,1,1
BGD,50,2,22,8,6,0,2,1,1
BGD,50,2,31,3,1,2,2,1,1
BGD,50,2,28,2,1,4,2,1,1
BGD,50,2,32,3,1,4,2,1,1
BGD,50,2,21,8,6,0,2,1,1
BGD,50,2,30,1,1,5,2,1,1
BGD,50,2,35,2,1,2,2,1,1
BGD,50,2,32,3,1,2,2,1,1
BGD,50,2,26,3,1,2,2,1,1
BGD,50,2,25,2,6,0,2,1,1
BGD,50,2,40,2,1,3,2,1,1
BGD,50,2,22,4,1,1,2,1,1
BGD,50,2,50,2,1,4,2,1,1
BGD,50,2,35,6,1,2,2,1,1
BGD,50,2,21,7,6,0,2,1,1
BGD,50,1,35,2,1,2,3,NA,1
BGD,50,1,60,2,1,5,3,NA,1
BGD,50,1,45,1,1,1,3,2,1
BGD,50,1,45,1,1,4,2,1,1
BGD,50,1,60,4,1,3,3,2,1
BGD,50,1,35,3,1,2,3,2,1
BGD,50,1,36,3,1,2,3,2,1
BGD,50,1,26,5,1,1,2,2,1
BGD,50,1,39,1,1,1,2,2,1
BGD,50,1,38,4,1,1,3,2,1
BGD,50,1,48,5,1,5,3,1,1
BGD,50,1,26,1,6,0,2,NA,1
BGD,50,1,27,9,1,1,2,2,1
BGD,50,1,36,9,1,2,2,2,1
BGD,50,1,23,4,1,2,2,NA,1
BGD,50,1,35,5,1,4,2,1,1
BGD,50,1,25,3,1,1,2,2,1
BGD,50,1,26,2,1,1,2,2,1
BGD,50,1,25,4,1,2,2,2,1
BGD,50,1,30,3,1,2,2,2,1
BGD,50,1,40,3,1,3,2,1,1
BGD,50,1,34,4,1,1,2,2,1
BGD,50,1,25,9,6,0,2,2,1
BGD,50,1,57,3,1,6,3,2,1
BGD,50,1,25,9,6,0,2,2,1
BGD,50,1,35,2,1,2,2,2,1
BGD,50,1,44,2,1,4,2,2,1
BGD,50,1,24,9,6,0,2,2,1
BGD,50,1,50,1,1,7,2,1,1
BGD,50,1,37,5,1,2,2,1,1
BGD,50,1,34,4,1,1,2,2,1
BGD,50,1,38,2,1,1,2,2,1
BGD,50,1,30,3,1,1,2,2,1
BGD,50,1,28,1,1,5,2,4,1
BGD,50,1,58,5,1,7,2,3,1
BGD,50,1,40,5,1,6,2,2,1
BGD,50,1,35,3,1,4,3,2,1
BGD,50,2,23,5,1,5,2,3,1
BGD,50,2,30,1,1,4,2,1,1
BGD,50,1,45,1,1,5,2,2,1
BGD,50,2,25,3,1,4,3,4,1
BGD,50,1,22,4,1,0,3,4,1
BGD,50,1,38,3,1,5,2,5,1
BGD,50,1,35,4,1,4,2,4,1
BGD,50,1,52,2,1,5,2,2,1
BGD,50,1,46,5,1,4,2,2,1
BGD,50,1,29,1,1,4,3,3,1
BGD,50,2,32,2,1,4,2,3,1
BGD,50,1,22,6,6,0,2,4,1
BGD,50,1,50,1,1,5,3,2,1
BGD,50,1,39,3,1,2,2,3,1
BGD,50,1,32,7,1,2,8,NA,1
BGD,50,2,30,9,1,1,8,NA,1
BGD,50,1,60,4,1,5,NA,2,1
BGD,50,2,29,2,1,2,8,NA,1
BGD,50,1,43,9,1,3,8,2,1
BGD,50,2,28,5,1,1,8,4,1
BGD,50,1,28,5,1,1,8,3,1
BGD,50,2,48,3,1,5,8,NA,1
BGD,50,2,52,7,1,3,8,4,1
BGD,50,2,24,7,1,1,8,NA,1
BGD,50,1,30,5,6,0,8,NA,1
BGD,50,2,19,4,6,0,8,NA,1
BGD,50,1,40,9,1,2,8,5,1
BGD,50,2,27,3,1,1,8,2,1
BGD,50,1,35,5,1,2,8,NA,1
BGD,50,2,33,9,1,2,8,4,1
BGD,50,2,29,4,1,0,8,2,1
BGD,50,1,65,2,1,8,8,1,1
BGD,50,2,60,7,1,3,8,NA,1
BGD,50,2,25,9,1,1,8,4,1
BGD,50,1,30,9,6,0,8,5,1
BGD,50,2,27,7,1,3,8,NA,1
BGD,50,1,55,9,1,6,8,4,1
BGD,50,2,26,7,1,1,8,NA,1
BGD,50,1,35,8,1,2,8,4,1
BGD,50,1,29,5,1,0,8,2,1
BGD,50,1,46,9,1,3,8,NA,1
BGD,50,2,19,7,6,0,NA,NA,1
BGD,50,2,60,3,1,8,8,2,1
BGD,50,2,20,7,6,0,8,NA,1
BGD,50,1,30,9,6,0,8,NA,1
BGD,50,1,19,7,6,0,8,NA,1
BGD,50,1,45,4,1,3,8,NA,1
BGD,50,2,40,7,1,2,NA,2,1
BGD,50,1,45,8,1,3,8,NA,1
BGD,50,2,25,5,1,2,8,NA,1
BGD,50,1,60,2,1,6,NA,NA,1
BGD,50,1,28,9,6,0,8,3,1
BGD,50,2,38,2,1,4,NA,NA,1
BGD,50,1,29,9,6,0,8,4,1
BGD,50,1,22,8,6,0,2,3,1
BGD,50,1,70,7,1,6,1,2,1
BGD,50,1,20,7,6,0,1,5,1
BGD,50,1,25,9,6,0,1,2,1
BGD,50,1,32,7,1,2,2,1,1
BGD,50,2,21,8,6,0,2,1,1
BGD,50,2,21,7,1,0,1,2,1
BGD,50,2,24,8,1,1,2,4,1
BGD,50,1,65,3,1,7,1,3,1
BGD,50,1,32,9,6,0,1,1,1
BGD,50,1,46,9,1,2,1,4,1
BGD,50,1,21,7,6,9,1,4,1
BGD,50,1,52,4,1,4,2,5,1
BGD,50,1,21,4,1,3,2,2,1
BGD,50,2,27,9,1,2,1,3,1
BGD,50,2,18,7,6,0,1,5,1
BGD,50,1,19,7,6,0,1,1,1
BGD,50,1,40,2,1,3,1,2,1
BGD,50,1,52,3,1,6,1,3,1
BGD,50,1,22,9,6,0,1,1,1
BGD,50,1,70,1,1,6,1,2,1
BGD,50,1,62,2,1,7,1,3,1
BGD,50,2,40,3,1,4,1,3,1
BGD,50,1,45,3,1,4,NA,5,1
BGD,50,2,22,3,6,0,1,3,1
BGD,50,1,40,7,1,1,1,3,1
BGD,50,1,23,5,6,9,1,5,1
BGD,50,2,25,5,1,3,7,NA,1
BGD,50,1,45,9,1,5,7,1,1
BGD,50,1,39,9,1,1,7,2,1
BGD,50,2,33,9,1,1,7,3,1
BGD,50,2,28,3,1,1,7,4,1
BGD,50,1,44,9,1,5,7,2,1
BGD,50,1,65,9,1,8,7,1,1
BGD,50,1,24,9,6,0,7,3,1
BGD,50,1,39,5,1,4,7,2,1
BGD,50,2,31,5,1,4,7,4,1
BGD,50,1,28,9,6,0,7,5,1
BGD,50,1,23,5,6,0,7,2,1
BGD,50,1,34,9,1,2,7,3,1
BGD,50,2,31,3,1,4,7,2,1
BGD,50,2,26,7,6,0,7,4,1
BGD,50,1,49,7,1,5,7,3,1
BGD,50,2,29,4,1,1,7,NA,1
BGD,50,2,26,7,6,0,7,NA,1
BGD,50,2,32,7,1,3,7,NA,1
BGD,50,1,19,7,6,0,7,1,1
BGD,50,1,26,5,6,0,7,1,1
BGD,50,2,25,4,1,1,7,NA,1
BGD,50,2,22,4,6,0,7,3,1
BGD,50,1,20,7,6,0,7,NA,1
BGD,50,1,27,8,6,0,7,1,1
BGD,50,1,65,2,1,7,1,1,1
BGD,50,2,22,2,1,1,1,2,1
BGD,50,1,60,2,1,6,1,1,1
BGD,50,2,26,3,1,0,1,NA,1
BGD,50,1,35,2,1,3,1,1,1
BGD,50,1,22,4,6,0,7,2,1
BGD,50,1,70,5,1,7,NA,1,1
BGD,50,1,28,4,6,0,NA,3,1
BGD,50,2,35,2,1,5,1,NA,1
BGD,50,1,22,2,6,0,1,1,1
BGD,50,1,40,2,1,4,1,3,1
BGD,50,2,32,2,1,5,1,NA,1
BGD,50,1,90,1,1,8,1,1,1
BGD,50,1,24,2,6,0,1,1,1
BGD,50,2,20,4,6,0,1,3,1
BGD,50,1,70,2,1,8,1,3,1
BGD,50,2,20,4,1,1,4,3,1
BGD,50,2,30,1,1,3,4,1,1
BGD,50,1,80,1,1,6,3,1,1
BGD,50,1,27,2,1,6,3,NA,1
BGD,50,2,22,7,1,1,1,2,1
BGD,50,1,24,5,6,0,1,2,1
BGD,50,1,22,5,6,0,1,4,1
BGD,50,2,30,3,1,2,1,3,1
BGD,50,1,55,2,1,5,1,1,1
BGD,50,1,30,9,1,1,1,1,1
BGD,50,2,24,5,1,1,1,2,1
BGD,50,2,38,3,1,8,1,NA,1
BGD,50,1,70,1,1,8,1,5,1
BGD,50,2,19,4,6,0,1,3,1
BGD,50,2,32,3,1,3,1,4,1
BGD,50,1,30,3,1,2,1,1,1
BGD,50,1,30,3,3,0,1,3,1
BGD,50,2,34,5,6,0,1,1,1
BGD,50,2,35,3,1,3,1,2,1
BGD,50,1,32,9,1,2,4,3,1
BGD,50,2,25,7,1,0,4,3,1
BGD,50,1,30,9,1,1,5,4,1
BGD,50,2,29,4,1,2,5,3,1
BGD,50,1,45,7,1,1,4,4,1
BGD,50,2,25,4,1,2,4,4,1
BGD,50,1,38,7,1,3,4,4,1
BGD,50,1,25,9,1,0,6,3,1
BGD,50,2,30,7,1,2,5,4,1
BGD,50,2,32,5,1,1,4,4,1
BGD,50,1,33,7,1,3,4,3,1
BGD,50,2,25,7,1,1,4,1,1
BGD,50,1,22,8,6,0,5,5,1
BGD,50,2,25,4,1,1,4,5,1
BGD,50,1,39,5,1,2,4,4,1
BGD,50,2,35,5,1,3,4,5,1
BGD,50,1,38,7,1,3,4,4,1
BGD,50,2,30,5,1,2,4,4,1
BGD,50,1,35,9,1,3,5,4,1
BGD,50,2,24,5,1,1,5,4,1
BGD,50,1,29,9,6,0,4,3,1
BGD,50,2,30,4,1,2,4,4,1
BGD,50,2,28,5,1,2,4,3,1
BGD,50,1,24,9,6,0,4,3,1
BGD,50,2,26,5,1,2,4,3,1
BGD,50,1,25,9,6,0,4,3,1
BGD,50,2,29,6,1,1,4,3,1
BGD,50,1,35,9,1,3,4,4,1
BGD,50,2,27,7,1,2,4,1,1
BGD,50,1,20,6,6,0,4,3,1
BGD,50,1,30,8,6,0,3,3,1
BGD,50,1,35,9,1,1,3,3,1
BGD,50,2,29,9,1,0,3,3,1
BGD,50,1,30,8,1,0,3,2,1
BGD,50,1,32,8,1,2,5,2,1
BGD,50,2,26,6,1,2,3,1,1
BGD,50,2,20,8,6,0,4,2,1
BGD,50,1,36,9,1,2,4,3,1
BGD,50,2,23,3,1,3,3,2,1
BGD,50,2,27,6,1,2,4,1,1
BGD,50,1,31,7,6,0,4,3,1
BGD,50,2,28,5,6,0,4,1,1
BGD,50,1,24,7,6,0,3,4,1
BGD,50,2,29,5,1,3,1,3,1
BGD,50,1,29,7,6,0,1,4,1
BGD,50,1,24,5,6,0,3,4,1
BGD,50,1,27,6,6,0,3,3,1
BGD,50,2,25,3,6,0,3,4,1
BGD,50,2,27,8,6,0,2,5,1
BGD,50,1,29,8,6,0,2,4,1
BGD,50,1,26,5,6,0,1,4,1
BGD,50,1,30,3,6,0,3,5,1
BGD,50,2,31,7,1,1,2,3,1
BGD,50,2,29,2,1,2,3,3,1
BGD,50,2,27,3,1,4,3,NA,1
BGD,50,2,22,3,1,3,3,2,1
BGD,50,1,30,7,1,3,3,5,1
BGD,50,1,26,3,1,3,3,3,1
BGD,50,1,30,5,1,2,3,3,1
BGD,50,1,25,4,1,3,3,3,1
BGD,50,1,32,9,1,0,3,4,1
BGD,50,2,26,9,1,0,3,5,1
BGD,50,2,23,6,6,0,3,5,1
BGD,50,1,20,7,6,0,3,1,1
BGD,50,1,52,3,1,5,3,1,1
BGD,50,2,32,3,1,3,3,1,1
BGD,50,1,29,7,6,0,3,5,1
BGD,50,1,26,6,1,1,3,4,1
BGD,50,1,25,9,6,0,3,5,1
BGD,50,1,40,5,1,0,3,4,1
BGD,50,2,28,6,6,0,3,5,1
BGD,50,1,30,4,1,1,3,4,1
BGD,50,1,28,7,6,0,3,3,1
BGD,50,2,26,4,1,1,3,3,1
BGD,50,1,30,5,1,1,3,NA,1
BGD,50,2,28,2,1,2,3,4,1
BGD,50,2,30,3,1,3,3,4,1
BGD,50,2,28,1,1,4,3,1,1
BGD,50,2,30,1,1,4,3,1,1
BGD,50,2,38,1,1,3,3,2,1
BGD,50,2,40,2,1,2,3,5,1
BGD,50,2,40,1,1,4,3,2,1
BGD,50,2,30,2,1,3,3,4,1
BGD,50,2,35,2,1,3,3,4,1
BGD,50,2,22,3,6,1,3,3,1
BGD,50,1,22,8,6,0,3,1,1
BGD,50,1,34,6,1,2,4,1,1
BGD,50,1,17,7,6,0,4,1,1
BGD,50,1,18,6,6,0,3,1,1
BGD,50,1,20,9,6,0,3,1,1
BGD,50,2,26,6,6,0,3,1,1
BGD,50,2,20,8,6,0,3,1,1
BGD,50,2,23,4,1,2,3,1,1
BGD,50,2,18,5,6,0,4,1,1
BGD,50,2,21,8,6,0,3,1,1
BGD,50,1,25,9,1,1,3,1,1
BGD,50,2,20,5,6,0,4,1,1
BGD,50,2,27,6,6,0,3,1,1
BGD,50,2,18,7,6,0,3,1,1
BGD,50,2,20,7,1,1,4,1,1
BGD,50,1,27,9,6,0,NA,3,1
BGD,50,1,22,3,6,0,3,5,1
BGD,50,1,25,5,1,2,3,5,1
BGD,50,1,30,6,1,1,3,4,1
BGD,50,1,38,3,1,4,3,5,1
BGD,50,1,38,7,1,2,3,3,1
BGD,50,1,31,7,6,0,3,4,1
BGD,50,2,35,4,1,3,3,4,1
BGD,50,1,30,7,1,0,2,4,1
BGD,50,1,23,9,6,0,3,4,1
BGD,50,2,35,NA,1,4,2,4,1
BGD,50,2,40,7,1,3,3,3,1
BGD,50,2,25,5,1,4,3,4,1
BGD,50,2,30,3,1,2,2,4,1
BGD,50,1,35,5,1,3,3,5,1
BGD,50,1,45,7,1,4,2,4,1
BGD,50,2,30,3,1,2,3,4,1
BGD,50,1,34,3,1,3,3,3,1
BGD,50,1,28,4,1,2,3,4,1
BGD,50,2,30,2,1,3,3,4,1
BGD,50,1,40,4,1,1,3,4,1
BGD,50,2,32,4,1,1,3,4,1
BGD,50,1,35,5,1,4,3,4,1
BGD,50,2,33,2,1,3,3,5,1
BGD,50,2,40,1,6,0,2,5,1
BGD,50,1,28,4,1,3,3,4,1
BGD,50,2,32,4,1,2,2,4,1
BGD,50,1,26,9,6,0,2,4,1
BGD,50,2,30,7,1,2,3,5,1
BGD,50,2,27,4,1,2,2,4,1
BGD,50,1,26,9,6,0,2,4,1
BGD,50,1,25,9,6,0,3,3,1
BGD,50,1,29,5,1,1,2,5,1
BGD,50,1,45,7,1,4,2,4,1
BGD,50,1,32,4,1,2,3,5,1
BGD,50,2,22,2,6,0,2,1,1
BGD,50,2,32,4,1,2,2,4,1
BGD,50,2,30,7,1,1,3,5,1
BGD,50,1,26,9,6,0,2,4,1
BGD,50,1,30,8,1,1,3,2,1
BGD,50,2,22,2,6,9,2,3,1
BGD,50,1,35,5,1,4,3,2,1
BGD,50,1,29,9,1,1,4,1,1
BGD,50,2,27,7,1,1,3,1,1
BGD,50,1,21,6,1,0,3,2,1
BGD,50,1,38,9,1,1,3,2,1
BGD,50,1,45,9,1,3,4,2,1
BGD,50,1,26,9,6,0,2,4,1
BGD,50,1,25,9,6,0,2,3,1
BGD,50,1,30,4,1,1,3,5,1
BGD,50,1,45,7,1,4,2,4,1
BGD,50,1,35,4,1,2,2,5,1
BGD,50,2,22,NA,6,0,3,3,1
BGD,50,2,32,4,1,2,2,4,1
BGD,50,2,30,6,2,1,3,5,1
BGD,50,1,26,9,6,0,3,4,1
BGD,50,2,24,2,1,2,2,5,1
BGD,50,2,30,2,1,3,2,4,1
BGD,50,2,29,5,1,3,1,5,1
BGD,50,2,32,4,1,2,2,5,1
BGD,50,2,29,2,1,3,2,4,1
BGD,50,2,20,2,1,2,2,4,1
BGD,50,1,34,9,1,3,2,5,1
BGD,50,1,30,6,1,1,2,5,1
BGD,50,1,36,6,1,2,2,5,1
BGD,50,1,19,8,6,0,NA,5,1
BGD,50,2,20,1,1,2,NA,4,1
BGD,50,1,31,4,1,4,2,4,1
BGD,50,1,20,7,6,0,2,4,1
BGD,50,1,38,6,1,3,2,5,1
BGD,50,1,48,7,1,4,2,4,1
BGD,50,1,20,NA,6,0,2,4,1
BGD,50,2,18,6,6,0,2,5,1
BGD,50,2,23,8,6,0,2,4,1
BGD,50,2,20,4,1,0,2,4,1
BGD,50,2,24,2,1,1,2,4,1
BGD,50,2,39,1,1,3,2,4,1
BGD,50,2,29,1,1,3,2,4,1
BGD,50,2,40,4,1,4,2,4,1
BGD,50,2,24,2,1,1,2,4,1
BGD,50,2,36,2,1,3,2,5,1
BGD,50,1,24,3,3,0,2,4,1
BGD,50,2,24,2,1,2,2,3,1
BGD,50,1,75,7,1,8,2,3,1
BGD,50,1,36,1,1,4,2,5,1
BGD,50,1,34,9,1,0,2,5,1
BGD,50,1,29,4,1,2,2,5,1
BGD,50,1,41,3,1,4,2,4,1
BGD,50,1,65,5,1,4,2,3,1
BGD,50,1,39,2,1,3,2,5,1
BGD,50,1,49,2,1,2,2,3,1
BGD,50,1,26,5,1,2,2,5,1
BGD,50,1,26,7,6,0,2,5,1
BGD,50,1,31,9,6,0,2,4,1
BGD,50,1,24,9,6,0,2,4,1
BGD,50,1,29,9,6,0,2,4,1
BGD,50,2,31,2,1,3,2,4,1
BGD,50,2,40,2,1,3,2,4,1
BGD,50,2,31,2,1,3,2,4,1
BGD,50,2,23,9,6,0,2,5,1
BGD,50,2,35,2,1,2,2,5,1
BGD,50,2,40,2,1,6,2,3,1
BGD,50,1,29,5,1,1,2,3,1
BGD,50,1,29,3,1,2,2,3,1
BGD,50,1,37,3,1,3,2,3,1
BGD,50,1,43,3,1,5,2,3,1
BGD,50,1,41,2,1,4,2,5,1
BGD,50,2,23,3,1,3,2,4,1
BGD,50,2,22,9,6,0,2,4,1
BGD,50,2,24,4,1,3,2,5,1
BGD,50,2,33,2,1,0,2,4,1
BGD,50,2,24,3,1,1,2,5,1
BGD,50,2,38,4,1,4,2,4,1
BGD,50,2,55,2,5,7,2,4,1
BGD,50,2,34,3,1,3,2,4,1
BGD,50,2,29,2,1,4,2,4,1
BGD,50,2,20,4,6,0,2,5,1
BGD,50,2,27,1,1,3,2,5,1
BGD,50,2,25,9,6,0,2,5,1
BGD,50,2,30,1,4,0,2,5,1
BGD,50,1,26,6,6,0,2,NA,1
BGD,50,1,28,4,6,0,2,2,1
BGD,50,1,26,8,6,0,2,NA,1
BGD,50,1,60,1,1,5,2,NA,1
BGD,50,1,37,4,1,2,2,NA,1
BGD,50,1,21,8,6,0,2,NA,1
BGD,50,1,50,3,1,8,2,NA,1
BGD,50,1,42,6,6,0,2,NA,1
BGD,50,1,49,7,1,5,2,NA,1
BGD,50,1,38,9,1,2,2,NA,1
BGD,50,1,28,3,6,0,2,NA,1
BGD,50,1,32,7,1,1,2,NA,1
BGD,50,1,43,9,1,3,2,NA,1
BGD,50,1,46,3,1,4,2,NA,1
BGD,50,1,51,3,1,2,2,NA,1
BGD,50,1,40,4,1,5,2,NA,1
BGD,50,1,55,4,1,7,3,NA,1
BGD,50,1,38,2,1,4,2,2,1
BGD,50,1,40,3,1,3,3,4,1
BGD,50,1,29,5,6,0,2,2,1
BGD,50,1,29,4,1,0,2,NA,1
BGD,50,1,40,7,1,3,2,2,1
BGD,50,1,40,6,1,4,2,NA,1
BGD,50,1,26,5,6,0,2,NA,1
BGD,50,1,24,9,6,0,2,NA,1
BGD,50,1,45,4,1,1,2,NA,1
BGD,50,1,49,9,1,3,2,NA,1
BGD,50,1,55,3,1,4,2,NA,1
BGD,50,1,44,3,1,3,2,NA,1
BGD,50,1,55,4,1,4,2,NA,1
BGD,50,1,35,4,1,2,2,NA,1
BGD,50,1,22,6,6,9,2,1,1
BGD,50,1,50,3,1,5,2,NA,1
BGD,50,1,22,6,5,0,3,3,1
BGD,50,1,26,7,6,0,2,NA,1
BGD,50,1,24,6,1,0,2,4,1
BGD,50,1,39,5,1,2,2,NA,1
BGD,50,1,24,9,6,0,2,NA,1
BGD,50,1,25,9,1,1,2,NA,1
BGD,50,1,42,4,1,0,2,4,1
BGD,50,1,45,2,1,5,2,NA,1
BGD,50,1,45,5,1,3,2,NA,1
BGD,50,1,86,5,1,7,2,NA,1
BGD,50,1,30,9,1,1,7,NA,1
BGD,50,1,50,9,1,2,7,NA,1
BGD,50,1,45,9,1,2,7,NA,1
BGD,50,1,46,NA,1,3,7,NA,1
BGD,50,1,36,7,1,1,7,NA,1
