B_COUNTRY_ALPHA,V2,V223,V225,V226,V106,V107,V241,IV166,V245
BGD,50,1,35,4,1,2,2,5,1
BGD,50,2,25,NA,6,0,3,3,1
BGD,50,2,22,NA,6,0,2,3,1
BGD,50,2,30,5,1,4,3,4,1
BGD,50,1,31,5,1,3,3,4,1
BGD,50,1,30,7,1,2,2,4,1
BGD,50,2,32,3,1,2,2,4,1
BGD,50,1,26,9,6,0,2,4,1
BGD,50,1,25,9,6,0,2,4,1
BGD,50,1,30,8,1,2,3,4,1
BGD,50,2,24,6,1,3,3,3,1
BGD,50,2,30,5,1,3,3,4,1
BGD,50,1,35,9,1,3,3,4,1
BGD,50,2,23,6,1,4,3,3,1
BGD,50,1,33,9,1,1,3,3,1
BGD,50,1,28,9,6,0,3,4,1
BGD,50,1,24,9,6,0,4,3,1
BGD,50,1,25,9,6,0,3,2,1
BGD,50,1,55,6,1,2,3,4,1
BGD,50,1,25,9,6,0,3,4,1
BGD,50,1,30,4,1,4,3,5,1
BGD,50,1,28,4,6,0,3,5,1
BGD,50,1,25,7,6,0,2,4,1
BGD,50,1,32,4,1,3,3,4,1
BGD,50,1,35,5,1,2,3,5,1
BGD,50,1,35,8,1,4,5,4,1
BGD,50,1,40,2,1,3,2,3,1
BGD,50,2,25,7,1,1,3,3,1
BGD,50,1,30,9,1,2,3,1,1
BGD,50,2,25,5,1,2,2,1,1
BGD,50,2,30,7,1,1,2,4,1
BGD,50,2,32,5,1,2,2,4,1
BGD,50,1,38,4,1,4,3,4,1
BGD,50,1,20,8,6,0,3,3,1
BGD,50,1,30,9,1,1,2,2,1
BGD,50,2,27,5,1,2,2,3,1
BGD,50,1,38,4,1,2,3,4,1
BGD,50,1,25,9,6,0,3,1,1
BGD,50,1,29,5,1,2,2,5,1
BGD,50,1,30,3,1,1,2,5,1
BGD,50,1,40,7,1,5,3,4,1
BGD,50,1,30,7,1,1,3,3,1
BGD,50,2,28,4,1,2,3,5,1
BGD,50,1,34,3,1,2,3,4,1
BGD,50,1,30,5,1,1,2,5,1
BGD,50,1,45,7,1,4,3,4,1
BGD,50,1,27,7,1,2,2,2,1
BGD,50,2,30,7,1,2,3,5,1
BGD,50,1,28,9,1,2,2,5,1
BGD,50,1,30,4,1,0,3,2,1
BGD,50,1,35,7,1,4,3,1,1
BGD,50,1,35,4,1,2,2,5,1
BGD,50,2,22,6,1,3,3,2,1
BGD,50,1,25,7,1,3,2,4,1
BGD,50,1,22,5,6,0,3,2,1
BGD,50,2,34,2,1,3,3,4,1
BGD,50,1,25,5,1,2,2,4,1
BGD,50,2,25,2,1,4,3,4,1
BGD,50,2,21,2,1,3,3,4,1
BGD,50,1,30,5,1,1,2,5,1
BGD,50,1,45,7,1,4,2,4,1
BGD,50,1,35,4,1,2,2,5,1
BGD,50,2,22,NA,6,0,2,3,1
BGD,50,1,25,9,6,0,3,3,1
BGD,50,1,30,4,1,1,3,4,1
BGD,50,2,43,1,5,4,1,4,1
BGD,50,2,30,2,1,2,1,4,1
BGD,50,2,38,1,1,3,1,4,1
BGD,50,2,32,3,1,4,1,4,1
BGD,50,2,19,5,6,0,1,3,1
BGD,50,2,19,7,6,0,2,4,1
BGD,50,2,23,4,1,1,2,4,1
BGD,50,1,20,4,6,0,2,4,1
BGD,50,2,20,4,1,0,2,4,1
BGD,50,1,35,3,1,5,1,4,1
BGD,50,1,24,7,1,3,1,5,1
BGD,50,1,48,2,1,5,1,4,1
BGD,50,1,40,6,1,2,1,3,1
BGD,50,1,43,4,1,2,1,4,1
BGD,50,1,58,1,1,5,1,3,1
BGD,50,1,28,4,1,0,1,4,1
BGD,50,1,40,3,1,1,1,1,1
BGD,50,1,21,8,6,0,1,5,1
BGD,50,1,30,6,6,0,1,5,1
BGD,50,2,35,4,1,2,2,5,1
BGD,50,2,33,1,1,3,2,4,1
BGD,50,2,45,1,1,4,2,4,1
BGD,50,2,30,6,1,2,1,4,1
BGD,50,2,35,9,1,2,1,4,1
BGD,50,2,20,1,1,0,1,4,1
BGD,50,2,40,2,1,6,2,3,1
BGD,50,1,19,5,6,0,2,5,1
BGD,50,2,43,2,1,5,2,4,1
BGD,50,2,36,2,1,3,2,4,1
BGD,50,2,38,1,1,4,2,4,1
BGD,50,1,41,5,1,6,2,4,1
BGD,50,1,38,4,1,3,2,4,1
BGD,50,1,28,4,1,3,2,4,1
BGD,50,1,35,7,1,4,2,4,1
BGD,50,1,40,4,1,4,2,3,1
BGD,50,1,51,5,1,8,7,NA,1
BGD,50,1,36,4,1,2,7,NA,1
BGD,50,1,47,4,1,5,3,4,1
BGD,50,1,26,9,6,0,7,NA,1
BGD,50,1,42,7,1,3,7,NA,1
BGD,50,2,22,9,6,0,7,NA,1
BGD,50,2,39,4,1,4,7,NA,1
BGD,50,2,22,6,6,0,7,NA,1
BGD,50,2,26,5,1,1,7,NA,1
BGD,50,2,50,4,1,4,7,NA,1
BGD,50,2,48,5,5,4,7,NA,1
BGD,50,2,24,9,6,0,7,NA,1
BGD,50,2,27,4,1,3,7,NA,1
BGD,50,2,36,4,1,4,7,NA,1
BGD,50,2,25,9,6,0,7,NA,1
BGD,50,2,41,3,1,4,2,NA,1
BGD,50,2,40,5,1,5,2,NA,1
BGD,50,2,38,4,1,3,2,NA,1
BGD,50,2,29,4,1,2,2,NA,1
BGD,50,2,26,6,1,1,2,NA,1
BGD,50,2,35,3,1,3,2,NA,1
BGD,50,2,45,2,1,5,2,NA,1
BGD,50,2,28,4,1,1,2,NA,1
BGD,50,2,25,3,6,0,2,3,1
BGD,50,2,60,1,1,6,2,NA,1
BGD,50,2,40,3,1,5,2,NA,1
BGD,50,2,40,3,1,5,2,NA,1
BGD,50,2,50,2,1,6,2,NA,1
BGD,50,2,25,4,1,2,2,NA,1
BGD,50,2,23,4,1,2,2,NA,1
BGD,50,2,25,4,1,1,2,NA,1
BGD,50,2,40,2,1,3,2,NA,1
BGD,50,2,22,7,6,0,2,NA,1
BGD,50,2,30,4,1,3,2,NA,1
BGD,50,2,45,2,1,4,2,NA,1
BGD,50,2,26,4,1,3,2,NA,1
BGD,50,2,35,2,1,3,2,NA,1
BGD,50,2,24,3,1,2,2,NA,1
BGD,50,2,55,2,1,6,2,NA,1
BGD,50,2,45,2,1,5,2,NA,1
BGD,50,2,30,3,1,2,2,NA,1
BGD,50,2,23,6,6,0,2,NA,1
BGD,50,2,27,3,1,3,2,NA,1
BGD,50,2,30,3,1,3,2,NA,1
BGD,50,2,24,3,1,2,2,NA,1
BGD,50,2,40,3,1,4,2,NA,1
BGD,50,2,35,3,1,3,2,NA,1
BGD,50,2,21,7,6,0,2,NA,1
BGD,50,2,30,6,1,0,2,NA,1
BGD,50,2,26,4,1,2,2,NA,1
BGD,50,2,25,4,1,1,2,NA,1
BGD,50,2,22,4,1,2,2,NA,1
BGD,50,2,38,4,1,5,2,NA,1
BGD,50,2,23,3,1,2,2,NA,1
BGD,50,2,22,8,6,0,2,NA,1
BGD,50,2,39,2,1,4,2,NA,1
BGD,50,2,30,3,1,3,2,NA,1
BGD,50,2,27,4,1,2,2,NA,1
BGD,50,2,24,5,1,1,2,NA,1
BGD,50,2,35,3,1,2,2,NA,1
BGD,50,2,45,2,1,4,2,NA,1
BGD,50,2,25,4,1,2,2,NA,1
BGD,50,2,23,4,1,2,2,NA,1
BGD,50,2,45,2,1,4,2,NA,1
BGD,50,1,42,5,1,6,2,NA,1
BGD,50,1,24,7,6,0,2,NA,1
BGD,50,1,50,1,1,6,2,NA,1
BGD,50,1,40,5,1,1,2,NA,1
BGD,50,1,34,8,1,4,2,NA,1
BGD,50,1,30,4,1,1,2,NA,1
BGD,50,1,66,5,1,8,2,NA,1
BGD,50,1,24,3,1,1,2,NA,1
BGD,50,1,32,4,1,1,2,NA,1
BGD,50,1,35,7,1,1,2,NA,1
BGD,50,1,25,4,6,0,2,NA,1
BGD,50,1,45,4,1,5,2,NA,1
BGD,50,1,30,4,1,2,2,NA,1
BGD,50,1,29,6,6,0,2,1,1
BGD,50,1,28,5,1,1,2,NA,1
BGD,50,1,24,6,1,0,2,NA,1
BGD,50,1,28,9,1,2,7,4,1
BGD,50,2,26,9,6,0,7,4,1
BGD,50,1,31,9,6,0,7,5,1
BGD,50,2,28,9,1,0,7,4,1
BGD,50,2,26,9,1,1,7,3,1
BGD,50,1,27,9,6,0,7,5,1
BGD,50,2,32,9,1,3,7,4,1
BGD,50,2,24,9,6,0,7,4,1
BGD,50,1,25,9,1,2,7,4,1
BGD,50,1,36,9,1,3,7,3,1
BGD,50,1,40,9,1,2,7,4,1
BGD,50,1,41,9,1,2,7,4,1
BGD,50,1,35,9,1,1,7,4,1
BGD,50,2,26,9,1,1,7,3,1
BGD,50,2,22,9,1,1,7,4,1
BGD,50,2,39,7,3,3,7,3,1
BGD,50,2,25,9,6,0,7,4,1
BGD,50,1,32,9,6,0,2,1,1
BGD,50,1,24,9,6,0,7,5,1
BGD,50,1,40,5,1,2,2,2,1
BGD,50,2,20,7,6,9,6,4,1
BGD,50,1,35,9,1,3,6,4,1
BGD,50,1,31,9,1,2,4,4,1
BGD,50,2,25,4,1,2,4,4,1
BGD,50,1,35,9,1,1,6,5,1
BGD,50,2,45,8,1,4,5,4,1
BGD,50,1,32,9,1,2,5,4,1
BGD,50,1,42,9,1,3,5,4,1
BGD,50,2,28,9,1,2,5,5,1
BGD,50,1,30,9,6,0,6,3,1
BGD,50,2,30,7,1,1,5,3,1
BGD,50,2,26,9,6,0,6,5,1
BGD,50,1,50,9,1,3,6,4,1
BGD,50,1,40,9,1,3,6,4,1
BGD,50,2,25,9,6,0,4,4,1
BGD,50,2,33,5,1,3,4,4,1
BGD,50,1,36,7,1,3,4,4,1
BGD,50,1,41,9,1,2,6,4,1
BGD,50,2,35,9,1,1,3,4,1
BGD,50,1,25,8,1,2,2,1,1
BGD,50,2,52,9,1,2,3,3,1
BGD,50,1,53,9,1,4,2,4,1
BGD,50,2,35,7,1,1,2,3,1
BGD,50,1,48,6,1,2,2,4,1
BGD,50,1,42,7,1,3,1,3,1
BGD,50,2,36,6,1,1,3,2,1
BGD,50,1,40,9,1,1,2,1,1
BGD,50,2,40,5,1,2,3,2,1
BGD,50,2,36,5,1,2,3,2,1
BGD,50,1,59,9,1,6,8,1,1
BGD,50,2,42,3,1,4,8,2,1
BGD,50,2,25,3,1,2,8,2,1
BGD,50,2,36,3,1,2,8,2,1
BGD,50,2,20,8,6,0,8,2,1
BGD,50,1,32,2,1,1,8,2,1
BGD,50,1,42,4,1,2,8,2,1
BGD,50,1,30,4,6,0,8,3,1
BGD,50,1,38,9,1,2,8,3,1
BGD,50,2,47,8,1,3,8,NA,1
BGD,50,2,20,4,1,1,8,2,1
BGD,50,1,46,3,1,2,8,3,1
BGD,50,2,38,3,1,3,8,2,1
BGD,50,1,45,7,1,2,8,3,1
BGD,50,2,38,4,1,3,8,2,1
BGD,50,1,30,9,6,0,8,2,1
BGD,50,2,35,3,1,2,8,2,1
BGD,50,1,28,4,6,0,8,3,1
BGD,50,2,27,7,1,3,8,2,1
BGD,50,1,45,9,1,1,8,5,1
BGD,50,2,34,6,4,1,8,4,1
BGD,50,2,28,8,6,0,8,3,1
BGD,50,1,48,9,1,3,8,4,1
BGD,50,1,58,8,1,3,8,3,1
BGD,50,2,45,9,5,2,8,3,1
BGD,50,1,35,8,1,4,8,5,1
BGD,50,1,22,8,1,3,8,5,1
BGD,50,1,60,2,1,2,8,1,1
BGD,50,1,35,7,1,4,8,5,1
BGD,50,2,32,6,1,2,8,4,1
BGD,50,2,36,4,1,3,8,3,1
BGD,50,1,58,4,1,2,8,3,1
BGD,50,2,35,4,1,3,8,3,1
BGD,50,1,35,4,1,1,3,1,1
BGD,50,1,22,8,6,0,8,3,1
BGD,50,2,30,4,1,4,8,3,1
BGD,50,2,32,4,1,3,8,3,1
BGD,50,1,51,5,1,5,8,4,1
BGD,50,2,31,8,1,2,8,1,1
BGD,50,2,42,5,1,3,8,NA,1
BGD,50,2,45,4,1,6,8,1,1
BGD,50,1,34,9,1,2,8,NA,1
BGD,50,1,37,7,1,1,8,NA,1
BGD,50,1,59,9,1,0,7,NA,1
BGD,50,1,48,7,1,5,8,NA,1
BGD,50,1,22,9,1,0,8,NA,1
BGD,50,2,31,8,1,3,8,NA,1
BGD,50,2,43,9,1,3,8,NA,1
BGD,50,2,39,9,1,3,8,NA,1
BGD,50,2,25,6,1,2,8,NA,1
BGD,50,1,28,9,6,9,8,NA,1
BGD,50,1,23,5,6,2,8,NA,1
BGD,50,1,45,5,1,2,8,NA,1
BGD,50,1,47,6,1,3,8,NA,1
BGD,50,1,20,6,6,0,8,1,1
BGD,50,2,28,7,1,3,4,3,1
BGD,50,1,73,9,1,3,4,2,1
BGD,50,1,30,9,6,0,4,3,1
BGD,50,2,30,5,1,2,4,3,1
BGD,50,1,28,9,6,0,4,3,1
BGD,50,2,26,6,1,2,4,3,1
BGD,50,1,50,5,1,4,4,4,1
BGD,50,1,45,9,1,2,5,4,1
BGD,50,2,27,8,1,2,4,3,1
BGD,50,1,36,4,1,2,4,1,1
BGD,50,2,29,6,1,3,4,2,1
BGD,50,1,36,9,1,3,4,3,1
BGD,50,2,32,8,1,4,4,4,1
BGD,50,2,27,4,1,2,4,3,1
BGD,50,1,70,9,1,2,4,3,1
BGD,50,2,35,4,1,3,4,3,1
BGD,50,1,45,1,1,1,2,2,1
BGD,50,1,25,6,1,0,2,3,1
BGD,50,2,26,2,1,2,2,1,1
BGD,50,2,37,2,1,2,2,2,1
BGD,50,2,31,5,1,3,2,NA,1
BGD,50,2,50,2,1,7,2,NA,1
BGD,50,2,33,7,1,4,2,NA,1
BGD,50,2,45,3,1,3,2,NA,1
BGD,50,2,27,9,1,1,2,NA,1
BGD,50,1,70,3,1,8,2,NA,1
BGD,50,2,48,2,1,6,2,NA,1
BGD,50,2,20,4,1,2,2,NA,1
BGD,50,2,30,4,1,1,2,NA,1
BGD,50,1,40,5,1,5,2,3,1
BGD,50,2,30,5,1,2,2,1,1
BGD,50,1,22,5,6,0,1,2,1
BGD,50,1,48,6,1,3,2,1,1
BGD,50,2,28,6,1,3,2,2,1
BGD,50,1,30,5,1,2,2,2,1
BGD,50,1,28,4,1,3,1,2,1
BGD,50,2,22,3,1,5,2,2,1
BGD,50,1,39,9,1,3,2,5,1
BGD,50,1,40,6,1,2,2,3,1
BGD,50,1,32,4,1,1,2,4,1
BGD,50,1,35,4,1,5,2,4,1
BGD,50,1,22,6,1,3,2,4,1
BGD,50,1,53,6,1,4,2,3,1
BGD,50,2,29,4,1,3,2,3,1
BGD,50,1,48,6,1,4,2,3,1
BGD,50,2,19,2,6,0,2,2,1
BGD,50,2,32,5,1,4,2,2,1
BGD,50,1,30,1,1,4,2,1,1
BGD,50,2,35,3,1,5,1,3,1
BGD,50,1,23,8,6,0,2,2,1
BGD,50,2,21,4,6,0,2,1,1
BGD,50,1,24,7,6,0,1,1,1
BGD,50,1,30,2,6,0,2,1,1
BGD,50,2,25,5,6,0,1,1,1
BGD,50,1,40,1,1,5,2,3,1
BGD,50,1,28,4,1,3,1,4,1
BGD,50,1,38,1,2,3,2,5,1
BGD,50,1,25,8,6,0,4,3,1
BGD,50,1,30,9,6,0,4,2,1
BGD,50,2,28,8,1,1,6,5,1
BGD,50,2,30,1,1,2,2,2,1
BGD,50,2,30,2,6,0,2,2,1
BGD,50,1,60,1,1,5,2,4,1
BGD,50,1,38,9,1,2,2,3,1
BGD,50,1,36,3,1,4,2,3,1
BGD,50,1,34,2,1,5,2,1,1
BGD,50,1,30,4,1,2,2,2,1
BGD,50,2,30,2,1,3,1,NA,1
BGD,50,1,24,8,6,0,2,2,1
BGD,50,2,23,2,1,4,1,2,1
BGD,50,1,30,2,1,5,2,1,1
BGD,50,1,37,8,1,1,2,4,1
BGD,50,1,28,1,1,3,2,5,1
BGD,50,1,35,4,1,5,1,2,1
BGD,50,1,35,3,1,4,1,1,1
BGD,50,1,24,2,6,0,2,2,1
BGD,50,1,22,7,6,0,1,3,1
BGD,50,2,30,3,1,3,2,4,1
BGD,50,1,40,4,1,2,2,NA,1
BGD,50,2,25,2,1,4,1,5,1
BGD,50,2,30,3,1,2,2,2,1
BGD,50,2,22,1,1,5,1,1,1
BGD,50,1,40,9,1,5,2,4,1
BGD,50,1,35,3,1,2,2,3,1
BGD,50,2,28,6,1,5,2,4,1
BGD,50,1,36,5,1,6,1,4,1
BGD,50,1,30,5,1,3,2,4,1
BGD,50,2,35,4,1,4,1,4,1
BGD,50,2,30,3,1,1,1,3,1
BGD,50,1,36,5,1,5,2,2,1
BGD,50,1,31,4,1,2,2,1,1
BGD,50,2,40,1,3,2,2,2,1
BGD,50,2,22,3,1,1,2,3,1
BGD,50,1,47,7,1,3,8,1,1
BGD,50,1,32,9,1,1,8,NA,1
BGD,50,1,36,9,1,2,7,2,1
BGD,50,1,39,9,1,1,5,4,1
BGD,50,1,32,9,1,0,8,NA,1
BGD,50,1,25,9,6,0,8,NA,1
BGD,50,1,48,7,1,4,8,NA,1
BGD,50,1,34,9,1,3,8,2,1
BGD,50,2,35,4,1,3,8,NA,1
BGD,50,2,28,9,6,0,8,NA,1
BGD,50,2,22,7,1,3,8,NA,1
BGD,50,2,20,3,1,0,8,2,1
BGD,50,2,45,5,1,4,8,2,1
BGD,50,2,29,9,1,2,8,NA,1
BGD,50,1,55,9,1,2,8,2,1
BGD,50,2,30,1,1,4,2,3,1
BGD,50,1,50,1,1,5,2,4,1
BGD,50,1,65,5,1,6,4,1,1
BGD,50,2,29,7,1,2,6,2,1
BGD,50,1,24,9,6,0,6,5,1
BGD,50,2,25,7,1,2,6,2,1
BGD,50,2,28,7,1,3,5,1,1
BGD,50,1,40,3,1,5,3,1,1
BGD,50,2,23,9,6,0,5,5,1
BGD,50,1,29,9,1,1,5,4,1
BGD,50,2,25,9,1,0,6,3,1
BGD,50,1,37,7,1,2,5,4,1
BGD,50,2,26,9,1,0,5,3,1
BGD,50,1,24,9,6,0,6,5,1
BGD,50,2,22,9,6,0,6,3,1
BGD,50,1,37,9,2,3,8,5,1
BGD,50,2,26,9,1,3,6,3,1
BGD,50,1,22,7,1,1,6,4,1
BGD,50,1,26,9,6,0,6,4,1
BGD,50,1,36,9,1,1,6,4,1
BGD,50,2,15,5,6,0,3,1,1
BGD,50,1,40,5,1,3,4,1,1
BGD,50,2,27,5,1,2,3,1,1
BGD,50,1,17,6,2,3,3,1,1
BGD,50,2,16,5,6,0,4,1,1
BGD,50,1,16,5,6,0,3,1,1
BGD,50,1,30,5,3,2,4,1,1
BGD,50,1,30,6,1,3,3,1,1
BGD,50,2,30,3,1,2,3,3,1
BGD,50,1,26,8,6,0,5,3,1
BGD,50,2,30,5,1,3,5,1,1
BGD,50,1,20,5,6,0,5,2,1
BGD,50,1,52,5,1,3,6,1,1
BGD,50,1,26,9,6,0,5,4,1
BGD,50,2,24,8,6,0,6,4,1
BGD,50,1,60,9,1,4,5,1,1
BGD,50,2,16,6,6,0,4,1,1
BGD,50,1,30,4,1,2,3,1,1
BGD,50,1,35,9,1,3,3,1,1
BGD,50,2,27,NA,1,2,3,1,1
BGD,50,1,18,6,6,0,3,1,1
BGD,50,2,20,3,1,1,4,1,1
BGD,50,1,35,9,1,3,3,1,1
BGD,50,2,32,3,1,4,4,1,1
BGD,50,1,35,4,1,2,3,1,1
BGD,50,2,17,5,6,0,3,1,1
BGD,50,1,32,4,1,2,3,1,1
BGD,50,2,17,6,1,1,4,1,1
BGD,50,1,40,3,1,2,3,1,1
BGD,50,2,27,NA,1,1,3,1,1
BGD,50,2,28,4,1,3,5,2,1
BGD,50,1,39,3,1,3,3,1,1
BGD,50,2,30,4,1,2,3,2,1
BGD,50,1,45,7,1,2,3,4,1
BGD,50,2,26,2,1,2,3,2,1
BGD,50,1,33,7,1,2,3,4,1
BGD,50,2,26,3,1,6,5,2,1
BGD,50,1,40,3,1,3,3,1,1
BGD,50,2,28,8,1,2,3,2,1
BGD,50,2,18,7,6,0,3,1,1
BGD,50,1,25,5,1,1,3,1,1
BGD,50,2,24,5,1,2,3,1,1
BGD,50,1,42,3,1,5,4,1,1
BGD,50,1,17,6,6,0,3,1,1
BGD,50,1,40,3,1,4,3,3,1
BGD,50,2,26,8,1,2,3,2,1
BGD,50,1,22,6,6,0,5,2,1
BGD,50,2,33,5,1,1,3,2,1
BGD,50,1,30,3,1,2,3,3,1
BGD,50,2,38,4,1,2,3,1,1
BGD,50,1,21,9,6,0,3,2,1
BGD,50,2,50,2,1,2,3,2,1
BGD,50,1,45,4,1,3,3,3,1
BGD,50,1,34,3,1,3,4,1,1
BGD,50,2,15,4,6,0,3,3,1
BGD,50,2,16,5,6,0,3,1,1
BGD,50,2,26,4,1,2,3,4,1
BGD,50,2,25,7,1,1,3,3,1
BGD,50,1,35,9,1,3,3,1,1
BGD,50,2,30,3,1,1,5,2,1
BGD,50,1,35,4,1,4,3,2,1
BGD,50,2,25,4,1,2,3,2,1
BGD,50,1,38,7,1,4,3,1,1
BGD,50,2,23,4,1,1,2,NA,1
BGD,50,2,50,3,1,5,2,NA,1
BGD,50,2,45,2,1,6,2,NA,1
BGD,50,2,22,4,1,5,2,NA,1
BGD,50,2,22,4,1,1,2,NA,1
BGD,50,2,40,3,1,5,2,NA,1
BGD,50,2,40,2,1,2,2,NA,1
BGD,50,2,22,2,1,1,2,NA,1
BGD,50,2,55,2,1,7,2,1,1
BGD,50,2,NA,2,1,2,2,NA,1
BGD,50,2,40,2,1,2,2,NA,1
BGD,50,2,50,2,1,5,2,NA,1
BGD,50,1,39,5,1,4,2,NA,1
BGD,50,1,40,3,1,3,2,NA,1
BGD,50,1,23,8,6,0,2,2,1
BGD,50,1,NA,3,1,4,2,NA,1
BGD,50,1,50,7,1,4,2,NA,1
BGD,50,1,NA,3,1,6,2,NA,1
BGD,50,1,60,3,1,5,2,NA,1
BGD,50,1,30,1,1,2,2,NA,1
BGD,50,1,45,4,1,6,2,NA,1
BGD,50,1,47,8,1,4,2,NA,1
BGD,50,1,52,3,1,5,2,NA,1
BGD,50,1,45,3,1,4,2,NA,1
BGD,50,1,25,4,1,2,2,NA,1
